region_name
FRP_L
MOp_L
MOs_L
SSp-n_L
SSp-bfd_L
SSp-ll_L
SSp-m_L
SSp-ul_L
SSp-tr_L
SSp-un_L
SSs_L
GU_L
VISC_L
AUDd_L
AUDp_L
AUDpo_L
AUDv_L
VISal_L
VISam_L
VISl_L
VISp_L
VISpl_L
VISpm_L
VISli_L
VISpor_L
ACAd_L
ACAv_L
PL_L
ILA_L
ORBl_L
ORBm_L
ORBvl_L
AId_L
AIp_L
AIv_L
RSPagl_L
RSPd_L
RSPv_L
VISa_L
VISrl_L
TEa_L
PERI_L
ECT_L
MOB_L
AOB_L
AON_L
TT_L
DP_L
PIR_L
NLOT_L
COAa_L
COAp_L
PAA_L
TR_L
CA1_L
CA2_L
CA3_L
DG_L
ENTl_L
ENTm_L
PAR_L
POST_L
PRE_L
SUB_L
CLA_L
EPd_L
LA_L
BLA_L
BMA_L
CP_L
ACB_L
FS_L
OT_L
LSc_L
LSr_L
LSv_L
SF_L
SH_L
AAA_L
BA_L
CEA_L
IA_L
MEA_L
GPe_L
GPi_L
SI_L
MA_L
MS_L
NDB_L
TRS_L
BST_L
BAC_L
VAL_L
VM_L
VPL_L
VPLpc_L
VPM_L
VPMpc_L
SPFp_L
PP_L
MG_L
LGd_L
LP_L
PO_L
AV_L
AM_L
AD_L
IAD_L
LD_L
IMD_L
MD_L
SMT_L
PVT_L
PT_L
RE_L
RH_L
CM_L
PCN_L
CL_L
PF_L
RT_L
IGL_L
LGv_L
SubG_L
MH_L
LH_L
SO_L
PVH_L
ARH_L
ADP_L
AVP_L
AVPV_L
DMH_L
MEPO_L
MPO_L
PD_L
PS_L
PVp_L
SCH_L
VLPO_L
AHN_L
LM_L
MM_L
SUM_L
TMv_L
MPN_L
PMd_L
PMv_L
PVHd_L
VMH_L
PH_L
LHA_L
LPO_L
PST_L
PSTN_L
RCH_L
STN_L
TU_L
ZI_L
SCs_L
IC_L
NB_L
SAG_L
PBG_L
SNr_L
VTA_L
RR_L
MRN_L
SCm_L
PAG_L
APN_L
MPT_L
NOT_L
NPC_L
OP_L
PPT_L
CUN_L
RN_L
III_L
IV_L
SNc_L
PPN_L
IF_L
IPN_L
CLI_L
DR_L
NLL_L
PSV_L
PB_L
SOC_L
B_L
DTN_L
PCG_L
PG_L
PRNc_L
SG_L
TRN_L
V_L
CS_L
LC_L
LDT_L
NI_L
PRNr_L
DCO_L
VCO_L
CU_L
GR_L
NTS_L
SPVC_L
SPVI_L
SPVO_L
VI_L
VII_L
DMX_L
GRN_L
IO_L
IRN_L
ISN_L
LIN_L
LRN_L
MARN_L
MDRNd_L
MDRNv_L
PARN_L
PGRNd_L
PGRNl_L
NR_L
PRP_L
LAV_L
MV_L
SPIV_L
SUV_L
XII_L
CENT_L
CUL_L
PYR_L
SIM_L
AN_L
PRM_L
COPY_L
PFL_L
FN_L
IP_L
DN_L
FRP_R
MOp_R
MOs_R
SSp-n_R
SSp-bfd_R
SSp-ll_R
SSp-m_R
SSp-ul_R
SSp-tr_R
SSp-un_R
SSs_R
GU_R
VISC_R
AUDd_R
AUDp_R
AUDpo_R
AUDv_R
VISal_R
VISam_R
VISl_R
VISp_R
VISpl_R
VISpm_R
VISli_R
VISpor_R
ACAd_R
ACAv_R
PL_R
ILA_R
ORBl_R
ORBm_R
ORBvl_R
AId_R
AIp_R
AIv_R
RSPagl_R
RSPd_R
RSPv_R
VISa_R
VISrl_R
TEa_R
PERI_R
ECT_R
MOB_R
AOB_R
AON_R
TT_R
DP_R
PIR_R
NLOT_R
COAa_R
COAp_R
PAA_R
TR_R
CA1_R
CA2_R
CA3_R
DG_R
ENTl_R
ENTm_R
PAR_R
POST_R
PRE_R
SUB_R
CLA_R
EPd_R
LA_R
BLA_R
BMA_R
CP_R
ACB_R
FS_R
OT_R
LSc_R
LSr_R
LSv_R
SF_R
SH_R
AAA_R
BA_R
CEA_R
IA_R
MEA_R
GPe_R
GPi_R
SI_R
MA_R
MS_R
NDB_R
TRS_R
BST_R
BAC_R
VAL_R
VM_R
VPL_R
VPLpc_R
VPM_R
VPMpc_R
SPFp_R
PP_R
MG_R
LGd_R
LP_R
PO_R
AV_R
AM_R
AD_R
IAD_R
LD_R
IMD_R
MD_R
SMT_R
PVT_R
PT_R
RE_R
RH_R
CM_R
PCN_R
CL_R
PF_R
RT_R
IGL_R
LGv_R
SubG_R
MH_R
LH_R
SO_R
PVH_R
ARH_R
ADP_R
AVP_R
AVPV_R
DMH_R
MEPO_R
MPO_R
PD_R
PS_R
PVp_R
SCH_R
VLPO_R
AHN_R
LM_R
MM_R
SUM_R
TMv_R
MPN_R
PMd_R
